sample_id,filename,md5,title,description,type,href,size,download_link,last_checked
13264,recoverit_setup_full4138.zip,34aa3f314e17555f077a7bf9b9104b7a,Wondershare Recoverit,"Recover photos, videos, documents, and emails from any storage media",most_popular,https://wondershare-recoverit.software.informer.com/,986 KB,https://wondershare-recoverit.software.informer.com/download/?ca20b18c,"April 27, 2024."
13265,instanton_win8_ver306.zip,f36a218d85533508527273b559c4e1e4,ASUS InstantOn,Quickly resume your notebook from stand-by mode.,most_popular,https://asus-instanton.software.informer.com/,3.1 MB,https://asus-instanton.software.informer.com/download/?ca6220b,"May 21, 2023."
13267,filmora_64bit_full846.exe,240c5883cd00e8749a8c8595eec507ba,Wondershare Filmora X,"Create amazing videos, convert files and export them in various formats.",most_popular,https://wondershare-filmora-x.software.informer.com/,342 MB,https://wondershare-filmora-x.software.informer.com/download/?ca23cb0e,"June 8, 2024."
13268,utool2.exe,133bce636c341d53da609060ef089a39,Uninstall Tool,It can remove unneeded applications and system components.,most_popular,https://uninstall-tool.informer.com/,3.6 MB,https://uninstall-tool.informer.com/download/?ca14f397,"May 9, 2024."
13269,sentinel_system_driver_installer_7.6.0.zip,6ae909fd0b5729f75d9d401fd2c0b8cf,Sentinel System Driver Installer,,most_popular,https://sentinel-system-driver-installer.software.informer.com/,2 MB,https://sentinel-system-driver-installer.software.informer.com/download/?ca1cdb7b,"June 21, 2024."
13270,minimal_adb_fastboot_v1.1.3_setup.exe,47334bd7837c379f44a96b9fee9f66e7,Minimal ADB and Fastboot,Minimal ADB and Fastboot provides a fast way to access phone's terminal.,most_popular,https://minimal-adb-and-fastboot.software.informer.com/,2.1 MB,https://minimal-adb-and-fastboot.software.informer.com/download/?ca622d9,"June 9, 2024."
13271,baraha-setup-64bit.exe,787c8b7e98b26492de6fbd2a654bc8ae,Baraha,An editor for Indian languages that can be used with MS Office.,most_popular,https://baraha.software.informer.com/,22.2 MB,https://baraha.software.informer.com/download/?ca36c731,"May 24, 2024."
13272,AthanBasic1.exe,02548522535199244a8fe78f0b343ab7,Athan,Hear automatic Athan at the right time five times a day on every prayer time.,most_popular,https://athan.informer.com/,8.5 MB,https://athan.informer.com/download/?ca13c17,"May 24, 2024."
13273,icqsetup.exe,ffa61cb21b65cd399a28ffa4255ecbad,ICQ,It allows you to make video calls and chat with your friends.,most_popular,https://icq.informer.com/,103 MB,https://icq.informer.com/download/?ca31c924,"July 12, 2024."
13274,mpc-hc.1.7.11.x86.exe,13bcdc7053ec4219c8d6a7e0b61b989e,Media Player Classic,"A video player that supports all common video, audio and image file formats.",most_popular,https://media-player-classic-home-cinema.software.informer.com/,12.6 MB,https://mpc-hc.org/,"May 23, 2024."
13275,cleo4.zip,1d96dc597fed10b5495d7da0883a2b50,CLEO,Extensible plugin for the Grand Theft Auto games series.,most_popular,https://cleo.software.informer.com/,538 KB,https://cleo.software.informer.com/download/?cf26599e,"November 21, 2023."
13276,driverupdate.exe,e98abc889354ed458a0f51c277115031,Driver Support,It can diagnose problems with device drivers in your computer.,most_popular,https://driver-support.software.informer.com/,531 KB,https://driver-support.software.informer.com/download/?ca62f8a,"May 24, 2024."
13277,battery_life_extender_wxp_1.0.0.11.zip,782cbe69077a39d43a112d41d5950c27,BatteryLifeExtender,It allows you to control the power management of your laptop battery.,most_popular,https://batterylifeextender.software.informer.com/,13.1 MB,http://support-us.samsung.com/cyber/popup/iframe/pop_troubleshooting_fr.jsp?idx=165136,"June 4, 2024."
13278,flux-setup.exe,ebf5b897e0e4b90143764fc39e0c5a21,F.lux,Adapts the color of your screen to the time of day to reduce eyestrain.,most_popular,https://f-lux.software.informer.com/,670 KB,http://www.stereopsis.com/flux,"June 4, 2024."
13279,ep0000600598.exe,971421a6e4249516e1e288105131e973,VAIO Media Server Settings,This program allows you to manage the settings of VAIO Media Server.,most_popular,https://vaio-media-server-settings.software.informer.com/,61.8 MB,https://vaio-media-server-settings.software.informer.com/download/?ca1ccc4d,"June 19, 2024."
13280,r0dab17w.exe,f5d44196a35e0ca2a13f4104a7edcfe8,Qualcomm Atheros Bluetooth,,most_popular,https://qualcomm-atheros-bluetooth-installer.software.informer.com/,1.5 MB,http://www.qca.qualcomm.com,"June 25, 2024."
13281,pdf2word.exe,1049a1e7a461639931b8a8b461244ff0,PDF2Word,It allows you to convert PDF files into Microsoft Word documents.,most_popular,https://pdf2word.software.informer.com/,5.8 MB,https://pdf2word.software.informer.com/download/?ca1cc81a,"May 24, 2024."
13282,remotediagnosis.exe,86d78a0bc8d953f409b0ac259e9288ef,Samsung Printer Diagnostics,Tool that helps you solve your printing issues.,most_popular,https://samsung-printer-diagnostics.software.informer.com/,22.1 MB,https://samsung-printer-diagnostics.software.informer.com/download/?ca1cdae5,"April 1, 2024."
13283,police_supercars_racing.exe,6dc6fe50ff8614950b80b70668d568da,Police Supercars Racing,An attractive PC game where you try to complete missions driving Police cars.,most_popular,https://police-supercars-racing.software.informer.com/,64.6 MB,http://www.gametop.com/download-free-games/police-supercars-racing,"May 24, 2024."
13284,pm95001_p210108_ml_td.exe,c01eb6998f773b6cf9436edb85e28be8,Presto! PageManager,Improve the productivity in your organization with Presto!,most_popular,https://presto-pagemanager.informer.com/,287 MB,http://www.newsoftinc.com/products/product-main.asp?productid=NAI0052,"June 22, 2024."
13285,tortoisesvn-1.14.6.29673-win32-svn-1.14.3.msi,4d5e28273d9b3401dde57f6070d93bef,TortoiseSVN,Easy-to-use SCM / source control software.,most_popular,https://tortoisesvn.informer.com/,17.3 MB,http://tortoisesvn.net,"April 3, 2024."
13286,proxifiersetup.exe,2fc431c2b415410e969abaa56cc45061,Proxifier,Route network connections of Windows applications through proxy servers.,most_popular,https://proxifier.informer.com/,3.8 MB,https://proxifier.informer.com/download/?ca11cf0b,"March 16, 2024."
13287,flipwordssetup.exe,95c54e72b092dc16b1107b81120bf53c,Flip Words,Educational game where your goal is to create words.,most_popular,https://flip-words.software.informer.com/,3.6 MB,https://flip-words.software.informer.com/download/?ca1a17cb,"July 3, 2024."
13288,zipplus.exe,59803e688495430f658ef080b0110547,Express Zip File Compression,"Create, edit, encrypt, split, manage, and convert ZIP archives.",most_popular,https://express-zip-file-compression.software.informer.com/,3.1 MB,https://express-zip-file-compression.software.informer.com/download/?ca320ec3,"May 14, 2024."
13289,radmin_3.5.2.1_en.zip,344cd46b2c79a75f1ac21898669f8d1b,Radmin Viewer,A secure remote administration tool for managing a local or remote computer.,most_popular,https://radmin-viewer.software.informer.com/,6.8 MB,https://radmin-viewer.software.informer.com/download/?ca1abf36,"June 23, 2024."
13290,texttwistinstall.exe,a01fcfd8fc94d3e93e37c1013a999dcf,Super TextTwist,Letters puzzle game to form words.,most_popular,https://super-texttwist.software.informer.com/,12 MB,https://super-texttwist.software.informer.com/download/?ca7cab,"April 30, 2024."
13291,splashtop_streamer_win_installer_v3.6.4.1.exe,010dfc46a6af305984f90d25d7fe22d0,Splashtop Streamer,Install the client app to access Windows and MAC computers remotely.,most_popular,https://splashtop-streamer.informer.com/,52.2 MB,https://splashtop-streamer.informer.com/download/?ca3607ea,"June 4, 2024."
13292,cgsetup_en_xvp2dbyyylgne3pwwlpx.exe,fd093f3100a56b710c50d41667da7e2b,CyberGhost VPN,Access blocked websites using proxy servers around the globe.,most_popular,https://cyberghost-vpn.informer.com/,127 KB,https://cyberghost-vpn.informer.com/download/?ca3440d6,"September 24, 2023."
13293,adguardinstaller.exe,a75313112613501675c5e9b123f3705b,AdGuard,"Block pop-ups, video ads, banners, and other kinds of advertisements.",most_popular,https://adguard.software.informer.com/,108 KB,https://adguard.software.informer.com/download/?ca1b04a5,"August 12, 2023."
13294,setup_project64_3.0.1-5664-2df3434.exe,5cfab4df890c818e189baefedafe97ba,Project64,Free emulator for the Nintendo 64 video game console.,most_popular,https://project64.informer.com/,4.2 MB,https://project64.informer.com/download/?ca250622,"May 15, 2024."
13295,hddllf.4.40.exe,b57ee91b7cd5c2808db9bbb83b528231,Hard Disk Low Level Format,This HDD Low Level Format utility helps erase hard drive disks.,most_popular,https://hard-disk-low-level-format-tool.software.informer.com/,2 MB,https://hard-disk-low-level-format-tool.software.informer.com/download/?ca676ea,"May 17, 2024."
13296,basic-miktex-2.9.6520-x64.exe,5fb4a3b935db59125890f406a319280f,MiKTeX,Up-to-date implementation of TeX with related programs for Windows,most_popular,https://miktex.informer.com/,191 MB,https://miktex.informer.com/download/?ca1a7903,"September 27, 2023."
13297,freevideocutterjoiner.exe,4cb896aeac1b6bd5eff3fa1d21ed0a1f,Free Video Cutter Joiner,"Cut and join video files to AVI, MPEG, MOV, MP4, FLV etc.",most_popular,https://free-video-cutter-joiner.software.informer.com/,11.3 MB,https://free-video-cutter-joiner.software.informer.com/download/?ca36d00d,"May 31, 2024."
13298,unzipper-0.1.1.zip,c779292c57e3d1593ec76538a82b9780,The Unzipper,The Unzipper extracts .zip and .rar archives or .gz files on webservers.,most_popular,https://unzipper1.software.informer.com/,17.1 KB,https://unzipper1.software.informer.com/download/?ca1c8ddf,"June 10, 2024."
13299,xperiacompanion.exe,800aa810a0d8f099db6a76acd32a2c06,Xperia Companion,"Update and repair Sony Xperia smartphone software, and perform data backup.",most_popular,https://xperia-companion.software.informer.com/,47 MB,https://xperia-companion.software.informer.com/download/?ca1798b9,"June 4, 2024."
13300,bandizip-setup.exe,2ad84d50989ef1edce22200c6928693a,BandiZip,Create and extract compressed and password-protected archives.,most_popular,https://bandizip.informer.com/,6.2 MB,https://bandizip.informer.com/download/?ca353a93,"July 8, 2024."
13301,mtben1710ac.exe,ee969888606cb2f57bd82200f860026c,MINITAB,Statistical program designed for data analysis.,most_popular,https://minitab.informer.com/,78.8 MB,https://minitab.informer.com/download/?ca1a1b59,"May 21, 2024."
13302,uxstyle_0242_x86_x64_preview.exe,633b3a12c0a7d0f02c935a93fedbaff7,UxStyle Core,It relaxes the Windows theme signature requirements to enable customization.,most_popular,https://uxstyle-core.software.informer.com/,2.3 MB,https://uxstyle-core.software.informer.com/download/?ca1c9f00,"May 22, 2024."
13303,lghub_installer.exe,124cb49a9a19a8b02bbee50e75663e96,Logitech G HUB,,most_popular,https://logitech-g-hub.software.informer.com/,39.6 MB,http://www.logitechg.com,"May 10, 2024."
13304,ud_1.80.exe,b3f24a3eda66881f41141652f7cf962c,EPSON USB Display,Display images from your computer to your projector.,most_popular,https://epson-usb-display.software.informer.com/,5.6 MB,https://epson-usb-display.software.informer.com/download/?ca2b4d40,"June 25, 2024."
13305,install_dinerdash.exe,6b94f43f389536365ecdc76140c3a985,Diner Dash,"Very nice, funny and entertaining game.",most_popular,https://diner-dash.software.informer.com/,10.8 MB,https://diner-dash.software.informer.com/download/?ca801a,"May 1, 2024."
13306,jre-7u45-windows-i586.exe,ac924370c3a3ef6fcfeb4156356eb482,Java Update 45,,most_popular,https://java-update-45.software.informer.com/,27.7 MB,https://java-update-45.software.informer.com/download/?ca972f6,"May 24, 2024."
13307,service_center_232_pc.zip,ef7394c5bca0432e6d294e40263d90bd,Native Instruments Service,It helps you to activate your NI products and keep them up to date.,most_popular,https://native-instruments-service-center.software.informer.com/,22.3 MB,https://native-instruments-service-center.software.informer.com/download/?ca387f8,"May 24, 2024."
13308,installgoldwave680.exe,98d54af897109c2fc54c35db12889744,GoldWave,Full-featured professional audio editor with a plethora of filters and effects.,most_popular,https://goldwave.software.informer.com/,15.7 MB,https://goldwave.software.informer.com/download/?ca35ba25,"July 3, 2024."
13309,stduviewer.exe,9cfe305dd60feadf5c45d1fa40f99e55,STDU Viewer,Versatile and comprehensive document viewer and converter for most file types.,most_popular,https://stdu-viewer.software.informer.com/,2.5 MB,https://stdu-viewer.software.informer.com/download/?ca31bc1b,"May 24, 2023."
13310,fivem.exe,e8c3fd1b35507fa301fac9367f28757f,FiveM,,most_popular,https://fivem1.software.informer.com/,5 MB,https://cfx.re,"July 1, 2024."
13311,communicatorplugin_420.exe,99b4a2a03c2f9c566403d372926aa281,Garmin Communicator Plugin,Get data from Garmin GPS devices.,most_popular,https://garmin-communicator-plugin.software.informer.com/,18 MB,https://garmin-communicator-plugin.software.informer.com/download/?ca8bd42,"May 24, 2024."
13312,MM3-WebAssistant-Proxy-Offline-Browser-Private.en.zip,9fbd39a1a929f202b3bb85110aa1f374,Web Assistant,Pass your web traffic through WebAssistant and build a copy of what you visit!,most_popular,https://web-assistant.software.informer.com/,1.3 MB,https://web-assistant.software.informer.com/download/?ca4e98f,"June 6, 2024."
13313,setup.exe,83fc0514e0dda3f10a9152ea2f3b55c1,Shadow Defender,Work in the shadow mode and preserve the system from unwanted changes.,most_popular,https://shadow-defender.software.informer.com/,3.5 MB,https://shadow-defender.software.informer.com/download/?ca2000bf,"July 2, 2024."
13314,ep0000600406.exe,8c6654758596dc46c317942ab6bd5c67,VAIO Easy Connect,,most_popular,https://vaio-easy-connect.software.informer.com/,21 MB,https://www.sony.com/electronics/support/downloads/W0007356,"June 21, 2024."
13315,samsung_magician_installer_official_8.0.1.1000.exe,dfabd0b2cc1d978b1e7c214eddc863e4,Samsung Magician,Firmware update and management of Samsung SSD hard disks.,most_popular,https://samsung-magician.software.informer.com/,186 MB,https://samsung-magician.software.informer.com/download/?ca35bbad,"July 7, 2024."
13316,easy_migration_1.0.0.19.zip,74a23ecef5b1eb6bef2c28fea78c0a4d,Easy Migration,Easy Migration transfers your old files to the new pc in a few simple steps.,most_popular,https://easy-migration.software.informer.com/,49.9 MB,https://easy-migration.software.informer.com/download/?ca1cdb33,"July 1, 2024."
13317,asusinstantconnect_win7_64_z122.zip,f312a8e62dd807fb413bb62516249858,ASUS Instant Connect,You can get access to the Internet on your computer via an Android device.,most_popular,https://asus-instant-connect.software.informer.com/,6.7 MB,https://asus-instant-connect.software.informer.com/download/?cf1dd428,"June 30, 2024."
13318,angrybirdsstarwarsinstaller_1.1.2.exe,d60c1b509a62e349f92b528af6c24dd9,Angry Birds Star Wars,"You can use the Force, wield your lightsaber and blast away the Pigtroopers.",most_popular,https://angry-birds-star-wars.software.informer.com/,69 MB,https://angry-birds-star-wars.software.informer.com/download/?ca5eabc,"May 24, 2024."
13319,mysql-connector-c_-1.1.8-winx64.msi,762af85b4ce15101a16eb77de716eeee,MySQL Connector C++,MySQL Connector/C++ is a MySQL database connector for C++.,most_popular,https://mysql-connector-c.software.informer.com/,11.7 MB,https://mysql-connector-c.software.informer.com/download/?ca173fdb,"June 1, 2024."
13320,n1lku12w.exe,1dd4303282c1aefd04476031e8181b5b,Lenovo Power Management Driver,This driver pack supports power management on Lenovo computers.,most_popular,https://lenovo-power-management-driver.software.informer.com/,1.7 MB,https://lenovo-power-management-driver.software.informer.com/download/?ca1cc6a8,"June 26, 2024."
13321,selection_links-0.0.4-fx.xpi,95c62372e3acec9cd9e268f052c63968,SelectionLinks,It fetches all links inside a text selection for opening or downloading.,most_popular,https://selectionlinks.software.informer.com/,51 KB,https://selectionlinks.software.informer.com/download/?ca54515,"May 24, 2024."
13322,splayer-setup-4.9.4.exe,5ba1b9406db346f0bc806a36cf89e322,SPlayer,It is an open-source player that supports a lot of multimedia formats.,most_popular,https://splayer1.software.informer.com/,62.8 MB,https://splayer1.software.informer.com/download/?ca329e0b,"April 3, 2024."
13323,sif11ww194.exe,c28ad82abd9eda0be160d801ae0b3385,Lenovo System Interface Foundation,,most_popular,https://lenovo-system-interface-foundation.software.informer.com/,351 MB,http://support.lenovo.com/us/en/downloads/DS105970,"September 24, 2023."
13324,mp3cuttersetup.exe,0a46ecafad73d40ac175287aacd1603f,MP3 Cutter by Aiv Software,This application will help you cut your favorite MP3 files with ease.,most_popular,https://mp3-cutter2.software.informer.com/,6.6 MB,https://mp3-cutter2.software.informer.com/download/?ca100986,"May 24, 2024."
13326,puzzleexpresssetup.exe,e125118405f557e3cae5761a96d5d4e7,Puzzle Express,Fantastic puzzle game a la Tetris.,most_popular,https://puzzle-express-deluxe.software.informer.com/,8.8 MB,https://puzzle-express-deluxe.software.informer.com/download/?ca97df,"May 15, 2024."
13327,readiris17-cd19n004.exe,8249461033864fe7484cf5b635410300,Readiris Pro,Readiris is a powerful OCR solution designed for private users.,most_popular,https://readiris-pro.software.informer.com/,425 MB,https://readiris-pro.software.informer.com/download/?ca256814,"June 11, 2024."
13328,tb_free_installer_20231211.295.exe,b9a625522b3dbde8b3daf4cda02aa696,EASEUS Todo Backup,"Back up files, folders, and entire disks to local drives, network, or the cloud.",most_popular,https://easeus-todo-backup.informer.com/,2.6 MB,https://easeus-todo-backup.informer.com/download/?ca3603e6,"May 30, 2024."
13329,abmedia_setup1_00_2014.exe,c8317ce09951827cb7393a12a11c9fbd,abMedia,,most_popular,https://abmedia.software.informer.com/,1.5 MB,https://abmedia.software.informer.com/download/?ca11695b,"May 4, 2024."
13330,zoominstallerfull.exe,86eeb863f9e2245d1dc2a3d3a096d930,Zoom Meetings,Create Video and Web conferences with recording and sharing features.,most_popular,https://zoom-meetings.software.informer.com/,69.6 MB,https://zoom-meetings.software.informer.com/download/?ca329ca8,"June 13, 2024."
13331,aomeibackupper6.exe,60c1e1f61ef365d906557758925aab3a,AOMEI Backupper Standard,The simplest FREE PC backup software for Windows 10/8.1/8/7/Vista/XP.,most_popular,https://aomei-backupper-standard-edition.software.informer.com/,131 MB,https://aomei-backupper-standard-edition.software.informer.com/download/?ca364315,"June 14, 2024."
13332,r90698.exe,f19ecf2665991a26b3fc21c94ca953dc,SigmaTel Audio,"These are audio drivers for Windows Vista, Windows XP or Windows 2000.",most_popular,https://sigmatel-audio.software.informer.com/,4.4 MB,https://sigmatel-audio.software.informer.com/download/?ca6fa0,"May 24, 2024."
13333,razercortexinstaller.exe,c52d8e47b886ddd66b0fbf32c6b4c8b0,Razer Game Booster,Razer Game Booster configures and optimizes your PC’s settings.,most_popular,https://razer-game-booster.software.informer.com/,7.5 MB,https://razer-game-booster.software.informer.com/download/?ca35dde2,"May 29, 2024."
13334,roboform-v9-setup.exe,837ff95d7a25d3617b812f3487e199d6,RoboForm,"Securely store usernames and passwords, and auto-fill web forms.",most_popular,https://roboform.informer.com/,37.9 MB,https://roboform.informer.com/download/?ca3686dc,"July 5, 2024."
13335,atlantisquest_demo.exe,e6ad56a663ddd371c98f8caa99e64064,Atlantis Quest,Match-3 game with 76 mind-blowing levels and addictive gameplay.,most_popular,https://atlantis-quest.informer.com/,10.5 MB,https://atlantis-quest.informer.com/download/?ca830f,"May 8, 2024."
13336,setup_funny_photo_maker.exe,ab6f275a6f99f28f00600d34ae749dc5,Funny Photo Maker,Funny Photo Maker edits images by adding various effects.,most_popular,https://funny-photo-maker.software.informer.com/,12.5 MB,https://funny-photo-maker.software.informer.com/download/?ca45aa9,"May 24, 2024."
13337,splash_2_7_0_setup.exe,07c5e970e135cfb7921ebadbeb06ec2d,Splash,"Play, convert, and upload video and audio files in multiple formats.",most_popular,https://splash.informer.com/,42.1 MB,https://splash.informer.com/download/?ca1b016e,"October 23, 2023."
13338,githubdesktopsetup-x64.exe,3c224f1c4954c2d86a82f236ecc7e778,GitHub Desktop,,most_popular,https://github-desktop.software.informer.com/,137 MB,https://github-desktop.software.informer.com/download/?cf2692d9,"March 20, 2024."
13339,setupldd-pc-4_3_12.exe,d2fcf781cdd1d5a071d30a038a46c780,LEGO Digital Designer,It is an application that allows you to create your own Lego model.,most_popular,https://lego-digital-designer.software.informer.com/,156 MB,https://www.lego.com/en-us/ldd#full-section-2,"May 19, 2024."
13340,tumblebugssetup.exe,1b96a6e82d6263999449183bb2dd5379,Tumble Bugs,Call on your frog to help you battle your way through 90 all-new levels.,most_popular,https://tumble-bugs.software.informer.com/,9.2 MB,https://tumble-bugs.software.informer.com/download/?ca2726e,"May 24, 2024."
13341,epson375067eu.exe,cc497ff77a4ff324812d1e2f9b3f05d3,Download Navigator,It is an app designed to update your Epson devices to the latest version.,most_popular,https://download-navigator.software.informer.com/,3.6 MB,http://esupport.epson-europe.com/FileDetails.aspx?lng=en-IE&data=0ccCGROWIYNm5PclOuazU002FqMOyLVjErGTz2ud3AXIHI8U003D&id=375067,"May 24, 2024."
13342,mediamonkey_4.1.31.1919.exe,e6aef3ed457c619f781e8723e0997199,MediaMonkey,Movie and music organizer for the serious collector.,most_popular,https://mediamonkey.software.informer.com/,15.5 MB,https://mediamonkey.software.informer.com/download/?ca228e74,"June 2, 2024."
13343,wdcfree.exe,5a61c99d7d95e6dcc44e6c40abad9540,Wise Disk Cleaner,Scan junk files and delete these junk files in windows system.,most_popular,https://wise-disk-cleaner-free.software.informer.com/,6.3 MB,https://wise-disk-cleaner-free.software.informer.com/download/?ca363db5,"June 6, 2024."
13344,ducsetup_v4_1_1.exe,7248203baa2c0c9c8ad43596767537aa,No-IP DUC,It allows you to monitor your home remotely via webcam or access your computer.,most_popular,https://no-ip-duc.software.informer.com/,236 KB,http://www.no-ip.com,"March 16, 2024."
13345,madcapsinstall.exe,69f7be3e12ad24f2065acedf1f02107a,Mad Caps,Enjoyable and challenging puzzle game.,most_popular,https://mad-caps.software.informer.com/,15.4 MB,http://www.bigfishgames.com/games/109/madcaps/,"June 30, 2024."
13346,wd_quick_view_setup_for_windows.zip,ff1adaa4b7aa254c740c6db988d619d4,WD Quick View,Scans the network and discovers the WD storage devices.,most_popular,https://wd-quick-view.software.informer.com/,4.1 MB,https://support.wdc.com/downloads.aspx?p=188,"June 26, 2024."
13347,mixxx-2.2.4-win32.exe,73d232ab386e7ebaa349dd00897d0503,Mixxx,That's how we learned about how Mixxx can interact with real analog turntables.,most_popular,https://mixxx.software.informer.com/,102 MB,http://www.mixxx.org,"June 19, 2024."
13349,ovisetup.exe,9997941ad4e79afc9440ba7ab9b18223,OpenIV,OpenIV modifies the Grand Theft Auto assets and customizes the settings.,most_popular,https://openiv.software.informer.com/,4.4 MB,https://openiv.software.informer.com/download/?ca1a4e5a,"June 9, 2024."
13350,screen_recorder_setup.exe,3bebe88f3470743451f4183d0a8d65ad,Icecream Screen Recorder,A screen recorder for capturing video with sound and taking screenshots.,most_popular,https://icecream-screen-recorder.software.informer.com/,26.9 MB,https://icecreamapps.com/Screen-Recorder,"May 18, 2024."
13351,wincdemu-4.1.exe,2331909926ba27bac6aab1fc600db594,WinCDEmu,Open-source CD/DVD/BD drive emulator.,most_popular,https://wincdemu.software.informer.com/,1.6 MB,https://wincdemu.software.informer.com/download/?ca12d7a0,"April 27, 2024."
13352,holidayexpresssetup.exe,30f5f92417a38f23b704508177d24d6f,Holiday Express,Variation of the popular Tetris puzzle game.,most_popular,https://holiday-express.informer.com/,6.7 MB,https://holiday-express.informer.com/download/?ca3f51b,"May 24, 2024."
13353,freemp3cutterjoiner.exe,2493c61d83133fc7e610afdb8582ffe1,Free MP3 Cutter Joiner,Cut and Join MP3 in simple way.,most_popular,https://free-mp3-cutter-joiner.software.informer.com/,6.5 MB,https://www.dvdvideomedia.com/,"June 4, 2024."
13354,audiostudio90c_enu.exe,a61162edd310ca8212b35adaf158cb90,Sound Forge Audio Studio,Simple but powerful audio editor suitable for both amateurs and professionals,most_popular,https://sound-forge-audio-studio.software.informer.com/,46.4 MB,https://sound-forge-audio-studio.software.informer.com/download/?ca786e,"May 2, 2024."
13355,xbmc-13.0.exe,5cbc5b12e64391dcaec83fab291d2098,XBMC Media Center,Open source media player an entertainment hub.,most_popular,https://xbmc-media-center.informer.com/,60.7 MB,https://xbmc-media-center.informer.com/download/?ca88ec1,"May 24, 2024."
13356,abbyy_finereader_12_professional.exe,e2439d90509d19ebe45de46a51382b2c,ABBYY FineReader 12 Professional,Empowers professionals to maximize efficiency in the digital workplace.,most_popular,https://abbyy-finereader-professional-edition.software.informer.com/,339 MB,https://abbyy-finereader-professional-edition.software.informer.com/download/?ca1ae84e,"September 26, 2023."
13357,rapportsetup.exe,f84c4280f769f4d31ea65edbdf8e1fa4,Trusteer Endpoint Protection,An advanced security software that protects your online banking communication.,most_popular,https://trusteer-endpoint-protection.software.informer.com/,524 KB,https://trusteer-endpoint-protection.software.informer.com/download/?ca34a5ef,"October 18, 2023."
13358,sp55184.exe,68cffa24f3efb25434800c6e74525e78,HP MovieStore,,most_popular,https://hp-moviestore.software.informer.com/,46.9 MB,https://hp-moviestore.software.informer.com/download/?ca50b07,"May 24, 2024."
13359,zps16_en.exe,ae5a5cce79e08a00bec886e04dcfbb6e,Zoner Photo Studio X,"Import, organize, edit, filter, and share your photos with automated tools.",most_popular,https://zoner-photo-studio.informer.com/,54.4 MB,https://zoner-photo-studio.informer.com/download/?ca8e09a,"May 24, 2024."
13360,sandboxie-classic-x86-v5.55.7.exe,9996a7c3b3c8737bb5f20519ec667f89,Sandboxie,Run programs inside a secure sandbox to protect other files and programs.,most_popular,https://sandboxie.informer.com/,2.1 MB,https://sandboxie.informer.com/download/?ca368ddc,"May 27, 2024."
13361,receitanet-1.31.exe,8f6f61338a58e1ae0c96c5b22ad00f35,Receitanet,,most_popular,https://receitanet.software.informer.com/,7.6 MB,https://receitanet.software.informer.com/download/?cf266458,"June 25, 2024."
13362,noisereduction20m.exe,746330e8b0c6e7b781557ab415c6605a,Noise Reduction Plug,,most_popular,https://noise-reduction-plug-in.software.informer.com/,20.4 MB,https://noise-reduction-plug-in.software.informer.com/download/?ca63027,"May 5, 2024."
13363,turtlebaysetup.exe,09321449b751d038ed7493b80281175d,Turtle Bay,Arcade game that will provide hours of fun for all gamers.,most_popular,https://turtle-bay.informer.com/,8.5 MB,https://turtle-bay.informer.com/download/?ca7888,"April 29, 2024."
13364,application_7r1p1_wn32_2.0.363.0_a00.exe,34b0c270da9e33c73d811edabdaf0c3e,Dell Help & Support,Step-by-step guides and video tutorials for Dell laptops.,most_popular,https://dell-help-support.software.informer.com/,96.9 MB,https://dell-help-support.software.informer.com/download/?ca15c0a5,"May 26, 2024."
13365,collapsecrunchinstall.exe,b2a80cb726f73002c48100401c6a1c5f,Collapse! Crunch,You will have to click on groups of three or more blocks to eliminate them.,most_popular,https://collapse-crunch.software.informer.com/,14.3 MB,https://collapse-crunch.software.informer.com/download/?ca7078,"June 30, 2024."
13366,ees_nt32_enu.msi,b9377b69df832ece2f5ba23389d5b9c3,ESET Endpoint Security,"It eliminates all types of threats, including viruses, rootkits, worms, etc.",most_popular,https://eset-endpoint-security.software.informer.com/,98.1 MB,https://eset-endpoint-security.software.informer.com/download/?ca15b8cc,"May 9, 2024."
13367,pileupinstall.exe,5db2c598a9d7934898742f40cbe7ca15,Super PileUp!,Super Pile Up! is a fun puzzle game with attractive colors and lots of levels.,most_popular,https://super-pileup.software.informer.com/,12.7 MB,https://super-pileup.software.informer.com/download/?ca7eaa,"April 30, 2024."
13368,nisquallyinstall.exe,e35e97fd339fa1f412f11d74c984cfb3,Super Nisqually!,Challenging and enjoyable puzzle game.,most_popular,https://super-nisqually.informer.com/,12.5 MB,http://www.gamehouse.com/download-games/super-nisqually,"February 20, 2024."
13369,aeria_ignite_install.exe,a94c0be89fe3eb51268ed4e4afd315e2,Aeria Ignite,Ignite offers social features to allow you to connect with your friends.,most_popular,https://aeria-ignite.software.informer.com/,3.4 MB,https://aeria-ignite.software.informer.com/download/?ca61c67,"May 21, 2023."
13370,windscribe.exe,9726077da056b647d51234baf10e291a,Windscribe,Protect your privacy while you're browsing the web.,most_popular,https://windscribe.software.informer.com/,15.8 MB,https://windscribe.software.informer.com/download/?ca1a4453,"May 23, 2023."
13371,gputweak_2_8_2_0.zip,cb2280b09c7bb17860a5ff0eb24233c6,ASUS GPU Tweak,"A utility that allows you to tweak, tune and overclock your graphics card.",most_popular,https://asus-gpu-tweak.software.informer.com/,29.5 MB,https://asus-gpu-tweak.software.informer.com/download/?ca136333,"April 19, 2024."
