,sha256,md5,ransomware_family
1735,4d461bdda3efe8c531a1213284ce36a333468b4e336d79c998d3519f32687732,e691bb4db2805f758f687d8dac48354e,berbew
1736,e48de06af6a46dee354968691627a60e9dd6c1ba85a2ca4ad37e6ae1adbd4581,1c9ce16caf7f4632df38d3960996d21f,berbew
1737,449f2ad6a88cc6e07fe7a67e5e2a22a7e95c6089934323158a743fd947dc3baf,412b77537a0963ff8f4ec79f39f7435b,berbew
1738,bd0bec3948c6631b1dc71c0506ac621595bae2ee7d10ac23ac525a1034b76a97,785b371a34705215ae11ddeed49fb291,berbew
1739,e02090cd2bbb24508c1c9712313ee9c1af91585302ebe867c1aca225c7ad37e4,c18c26b9078dc8124fa1e05560769eb0,pajetbin
1740,9ac0da5ec0ff50b2879f329642c5ec1650becad9ca8c21868a5cdae73d918b55,995f69c03b791d79a7498a246ee5e1f7,sivis
1741,c6bf2ddb02fb839d09fd1ea7e9e931e809ae81f13ca91653f1263ecfc6254ffe,d7f81d411a1bd746712beda6883981f9,lamer
1742,5122af16aff990e8df3638c256a42ff4c741499d62cb3ac5f1622127d4d655d6,dd9e69cdd751f76f523db8f0bbba165a,pajetbin
1743,11e6711d3ee38add3f2705484bd52ed66f26ef407dca672fa12928dd3ebadccd,e8485202e9f8da3e2d860ea83987a19e,pjfa0a48fd
1744,04e71f0550dcf0dd8e0c8d7baba03693d3af6a00c7be58d2d9cb54707c266deb,0715ae8adb04281ba697e854dd52cc6e,lamer
1745,c0eaad30a7f88601ce5845252071e006f3ef57c0ee4d72c997a532b9ee667a07,a1ee46624cb025df73d6b47c28f3b05d,doina
1746,b9ee431dd15e53743eb784baa0d7f17a1b6acf897e0540b085b75eaa3fd862d4,2258615b36a5328c9ca9abcabbce0415,lamer
1747,28a8604b6ac81e95453a79523436198ace72a44281604f75d46f469957f53635,4b017d419a3e4e2d6e8211df51fa7eb6,berbew
1748,3ca0e12b326c7271e3d1ccb0a4c1257370cb93f88d6ef32c83786eda0d2b873a,0489870c5ab5133e075ff8d81cf72ce6,lamer
1749,35548eddf34ca68c7853f0c676c9e981d88088e4434f737e306e735c81c9d06b,4658ec431c0912b68b85f963bc69fb24,berbew
1750,487dfdcdfeaf30c0340c2fa61ddb8d09ea642cd7d290c1a8e21511d5347056e8,7b6fa6c3a23f0b67e5add76971dce478,berbew
1751,e0961ad0faa319a2d861fbecaa152849aed026450497767c6464af3bb9cc2b5f,d9b42b587e640b9ae792e0f4c959d57c,berbew
1752,d2f89b2295b1b2e5389439636ca728e09af637dad60153791148667a64394302,e2742e80100844ab3d35d0301ad8e22d,wacatac
1753,631dcde5c348d5c4ce8a867bf2f6e7fe588b6127c8b1d45521306a4fe5a28d86,ff330b11d263de51f4b4cc39de808e22,lmir
1754,69ac67cfcae1c70f828b69b14ca1da21505478e0d8d3c3722473c63c5d6dc6f9,570635211b38b6a37943a99be1051864,sivis
1755,f10b90cc5bc5669e4ca4ffa756f7643ce6495d5d9058d09d0c79f312ae9041e0,fa10bd39814b03d22c021c17b50e1321,berbew
1756,77c1d746b997a36eef0bff4ea671a5a68f40fff1cccff3a895cd250a40630437,2ac9db6236021322fe33c2aca01f6c84,berbew
1757,db680f64860d1b76749b51d014badf65b6d97cc3dddbb29f651f541a7e1d3fa1,694b2fc17268c6acc807ce7f35bb0e23,berbew
1758,bef0c21e98e0eb4ad81d618a0e31bfbf0b541c50801deec003adfc2181c5f94b,0a47f56d99c4aab5447f6ad86e55098b,memery
1759,4127440ebb3526a6a84a0a6a46adf7b2e16a82c18f721a242d31f2d29b72c3b6,9cc0375d09e498e64dc0aaf5eb345fd4,lamer
1760,08cc87294aa69faef8b769a5ff985ebe8c42de867d07fc903a7d90b01ff97636,420000610945597e05876705b6ec3448,berbew
1761,18771a53a13c7c5d2bdc04ff3a3f2f66a54b18d940848a61db37d5db9923942c,cd5b567e2ada575340b1366f3c946e2d,berbew
1762,8fa8a18a96cfcdcdc7fbc17621a75e45b31dac45c20fa9e64a210464b3925ae7,61f412bf42980f3676777ee6b5c74bdd,shodi
1763,da79af90bb3f455e2a944728b67b7495e711dde9a68546020e04ce3f4a82f8cb,92ab6dac9eba3ced6fa8ffb9c70c08a0,pajetbin
1764,50034520620d0f0e3266b500d0583c8ec118c0b9f2ca0c4cef1396af448d0320,92752f710065b591ac273c35cbcc478f,gamarue
1765,b5fa8b683277042dcdcedaec4558b89627c68439b063a561ee9455e63e051a46,719b1dd99f69d9907d424bccda944248,lamer
1766,ecb4acf5dcedcd884c4034474a4a0f73b22a5e416e0cf213b9b3a9c4a4ae4fb4,90123edaf9a17835bab53e19496c104f,ctsinf
1767,a79b8249fc3067acba1bedfc37a8646cd86970ce5eb34e81f6b4d3e1070d316c,cecb2ac7d5c7c9f92a18b1dd5514c70a,shodi
1768,e62c83d1577493dc386f0adc915dbd34d747ff8e217cfb83c1febdd00bb0a6dd,cab9810879874a09edcd9cce8bdeed04,sfone
1769,308d380ee8a66113f03ca42c456a3dddcc65006f56ba1afe676a04bf4c44728b,4e6804d9f7ddec1c32f0df7590a3ff84,dmjfa0a48fd
1770,dbc48c5d9dab3fca069195109c95098298543a351b222d5dd64a627313757f66,471239b1910a80f565689d2cf8db7d58,berbew
1771,0619ae03c3c1e691d6474dc2493624f1ce231a7a6d1b8381a2f2935e78dd462a,2449d66193be231e2385017ff3180445,vobfus
1772,e4377a15a12dffafc81e7c29188781fb9013cfacb1be2989ee793d1935347b81,bc20d7ca83380ab69e7383c5b66abfcd,lamer
1773,850004d3382295aa2af8e5ec8fb5507e5bfbbfcb7bf5fabd8d0b0f4323e752ce,1029dd5c47d05b2cfe781bfe542da56d,berbew
1774,e30b0c0f0b6f33e0a01a9486b53c296c6f317bd6e98a09a21092862e58676eaf,487bc7836d3f0f7a7dcbf2b14ab8e973,berbew
1775,d7ead8561286979889b1aec212fbfd9ead04c708f13c660d4c66ab0f18155857,4d851f53b2c294c4e01dfdb252e2c2b2,lamer
1776,6e0393cb56e1c177ccada7484a4ec66a8df3622e3bc279f518f0ab154e6dd2d2,bfcc68ac3694c28ed9722f462d0c0a4c,sivis
1777,bbcb4b803ff160fa2e3db10522d2affe5f7db6b8ecaeebb70d5a7ef5d3727bf8,bc01e24cacfaf2f789cdac47ece2bba5,berbew
1778,b753a5540723a86870b50f4073772d7ae40d5b70863eba1203ecbb433bc658c4,b5e173a6375a90bf82f316f3b1aade29,fsysna
1779,47ca4effe4bee71df8a55c5652d8c5e58f4da57c89ae513bed3894b7e941d8a1,cefdf988842912e3a1a33d92acfa88ca,berbew
1780,8b177546926141603471f4113aa64100caae31e6f52281bbc1900e939888572b,5dacaedd72649a1b4b06eb203ec87a2c,sivis
1781,ccc5ba4c689747bc5620fd24bf876f3509b708db2164b670c4b9b6af7f00e04e,d4b53cf53119079099cb3edf70eee1c7,pajetbin
1782,625c5bda5f7432bcc0cdb9a81ac67d5f7196fde725e0bedae729eef0364643e2,0fc86b06b20b4cee9327528d5d747326,sivis
1783,c3729573c03c90ef3a367465b659739e4e8459f5267f7379ee3198e833fe2d37,1dea4545dc790655b5e6caa274b86085,pajetbin
1784,6895c5e7cd62dd63dbc038b36dddcdead520496363686d67349790984edf2a2a,97dffef86beb0a8c156e354bb5db30d0,wacatac
1785,9c4e1eb5bcd3d544edd12fe07f929e3e837fdcff382f40cf4128fa8e136f6727,9085fba4fadc9958290af9c98da92641,sivis
1786,820b40606f324de8f5a945c8875a9f0a3ba5d6bf463df45537b1bbb925bdfa73,317d61734b32f199bd74c356e13a0b14,berbew
1787,bda37e1301f1ef1cc66a5488d4d6ea3fe882698e9adc39cc80d9e075a7161426,0e972c80fcb2fcf7f5e46c34d5bab0ec,berbew
1788,c921b02b9867d306e895d84579c7e012df2450cbbbcc34ad2e84c91ea22b727a,2cebfbde4fdfbda1f611394665116e10,berbew
1789,0e32b3d5e48a0b81960d94c0fee1d280d08d48916cca7b7a838bd9f5b80e0f1e,d917af6db54b911a0f7d7b8f4d30f767,lamer
1790,6d4790b96762e69ee661591312ae08019cfb44caefd88b169aabc8891b03b3f4,0ac947a4db0fdc987909c71dfd76f8d7,lmir
1791,876bb8f0b4e94e80a8f1ab1c207ab7ad41fece3ebe1b7cb5268162a74793d26b,a1baf25f305a8cfe7be86bbff46ef602,berbew
1792,e882870853d8b833bb886270ae4f489b97c18469c0ca154a3ae1828a8c7ed978,ce83472f286d0b9448cf950274214f37,berbew
1793,695f09f373bbf0b991858bee7f29e56df39bc4b80111f216ca707455ced3730d,f298981a38de99fcc7525f4eb0d8c18f,berbew
1794,7868e7bae25a908b4715b0b4307cc25cd33c8fab8fff2714129e74192eb5c197,8a7e4510d06ef5ec01c33d5b119a26e7,SINGLETON:8a7e4510d06ef5ec01c33d5b119a26e7
1795,2614fdfebb97983c1064dfdb8726d0152db41ca165f38999c777e42131e90801,f171e12d7e631e96206ae70554b43ba8,virlock
1796,2e194fc9058f59c225f8b083b89af8acf44676ebc1b1c9c8f09ec8755aeb5c49,3b430986200bd73031eef22f045ad0d7,berbew
1797,d89adbd3807ac1943cf888288f452ede091b0f0902a8090f438f83e94d916e7c,648e25f823c5aa5b11c64d628bf795c8,gamarue
1798,586668de5d8d1fdb9c8f61bc6ad480c82d67f2bd231ffd6d877dd0ba5a8d3391,5e82d2a09740c0c3bf87cab55fe55686,berbew
1799,859fdd334f40047adf17fe3cfe2be0e591ae8f37948d3f3e27c9b52065cd038c,27d18c005788e5ba7f015d7c05b931ce,pajetbin
1800,7452c98dcb0807ea3352fc1cb361def344b128043bc83dd9a59b4e98b7af7156,b5de8c8ffc23dbc8ec313f736af1a4f2,berbew
1801,81e725af1caf399d6da2f6e603ff2c1c3f5ae003231e44f8fbaba15f0126219d,798b4881ebb17c6906276c3957191b75,vobfus
1802,3d9cf72a23bc056e32dec036401672e38f98fbb9a5ee2ed413d4f391829bee1c,bb7e8b96a748648146234641e8ecd0fd,berbew
1803,f2c1d8ff71b93ade256e680d2925ce3a343260f8f91b14b94a2e3f99865e7ecd,f6e7a5f6fdf52e3c91c5bab400cc7b56,pajetbin
1804,1167aeb2ef6abb8cff6f10b5dbec2fb8c958031112773ea5316404a9ad086ecc,80b39d215a4dc2d2a9974fcae04386fd,shodi
1805,04ecec2e3e74374ed5c204453012b9d8daef511cf4de05bdb54ce813c2df75be,d9afe8b39f7e54d576b1c5d3541ff7da,viking
1806,9e51c0fa55271d10086aa3445ddd90193205623088e0fc9081221ecebf679092,2eb73996944522883efec861d613b636,berbew
1807,d4492a9eb36f87a9b3156b59052ebaf10e264d5d1ce4c015a6b0d205614e58e3,8f90539c405672016c0dec7ac3574eea,nemty
1808,d6c9f04b0ab42d84b8419c7cffdbc952521fa5029feb65244e79fa0f0d841a07,78751e8c5c8aa172956923dd3ba0d820,sivis
1809,7d5f42946edfa5f84aabb105c66914c99fb8441b108f7d679a7f88a5de224c03,659d3f075a3f1994d0416c5c2347847f,shodi
1810,4992623bd862115a926488601575445b6ceb4a5ad91cb71506e8d988704003a3,990efcedaca437195fb8fe01e2ea1b3d,berbew
1811,98c933043db11c45f48794ca931d584acacbfdc500f4183103da2cebcfc267e5,de1a51ca6d47af19b9345a4a9bfa1f8d,sivis
1812,5f1cf997ad8619cd75706b3fb0db0469c4dfd0a7c2380347a0c3b7aea99a268c,0047cd6d7af4ab1f8ba8434ccbde8ecf,SINGLETON:0047cd6d7af4ab1f8ba8434ccbde8ecf
1813,a7d6573674694b8ed8246f39c4d048f84ba9a8ce4b927a7a83eeb285b93f12f0,cc8d6f3767531883d47ced2069c337ab,sivis
1814,985c318fcd99661a7962f0af8bfe0406b18d90473bb9ea06f52659a879a4283a,0c0d270a53a9fff22e62d04b53c6852c,berbew
1815,596b374dbcf176c45e34d006b3dd72a6c6d08d414e208e3e9cf2f7c6c05f6130,aae6a3f8adcea0184c721a45ee0c53b4,berbew
1816,b19f0b990fc24b3e3ac0e33698820b14ab7cf5c756b7086102881addbce2c664,baf0a0ab26cf4472752942639b321826,lmir
1817,ec67e2c88fdc4755871fcfc24a4cef3e8d709a1588f14b0062bd8a864f4ad918,e92155b139b8cc7695f5bc0d89216aed,sivis
1818,f7e8665c351a7246a3154bb40ca0c449c8de3d8972b195fa5096f4150961d7aa,00f8c8456bb1109b28a310c5b1cdff10,sfone
1819,5701c9bfbdd6bb72f6096da8244ea43106e9755ec0fc5eab8b917433d2b7dfa1,5ec936131de6ed033f33d9832c5e73d6,sivis
1820,ab14a11cde62d30adc8128ec8959b7f3dd512f4da0b0734b5a0d46772fc6e8cf,ee14450a1f03b318162e3636adce4dbf,sivis
1821,43bf31f77f8a0e3d3860d388be2cb81c512749e060956b86ec0dc26d82f824c1,082878203dbfcf60705e7f452c7992d1,sivis
1822,3b60ca32b62a6eceea80c793890f794499f646d18d619e9c3f1d5ebfc1718006,0413ed7caa6a75681ff221f2f6378f11,vobfus
1823,9e745d57e83e8f0af57662f6a86f53571c5f02023eac64e9a57e59840cda5115,2fa89202cb50fda54c31ea2714a94492,sfone
1824,7189aba02e66ec26123c51778fd59923596e133bc0c3e969c138e1b1c10501f5,4c1272828c8635891c16041dccccf57f,lmjfa0a48fd
1825,d724b005ddeb9b69c7c5972c04f5131f749c5ba6156c5747406c29db1bc7ca77,5745075a7135e8dd0a3709dd6467e3eb,lamer
1826,fefed7d9b6abef212580806f216cd21365813abca446900070d1f255bffb4b62,00afff3b6d4288a52e1bf9c13d2ea20d,ctsinf
1827,94b0f79e62122e4440a623ef1a8da16e3f38cfe4469d7f0a26211e3b9dc8a5a9,d7f94ac7a534f31984ff255647e1c58f,pajetbin
1828,470d3e06b50f5ba1c61021f142c77ec6e712fb95e98e8b736b6decf3902b0725,5b37a37c5092e184b9f488ce67fec3f0,qmjfa0a48fd
1829,0baeb8c0b23138c7203fdc32d6c595692868b9257e73f1de2a6395105f0c6d21,cf574436950f79474162d7a7c22a8f60,crypmodadv
1830,85bcd7d2c27694822e46882c591bc10f5a7624640fc78f24ae2d11426b16be54,1d41668ef97fa82267355346d2b634bd,berbew
1831,3a00ed5f472ec502ceaa73b62c51f7555c95e1d52bf1196e56242ce59baa73ab,6ca2a5ba60dc025d1e232e813db4e987,sivis
1832,7ab1abf2edfb15ec48d5d6b3155cca7848a3ad6470c0718fcf7bca80a0ebbff5,7287a3c4cf8d4bc8d8ae260918cc41d1,berbew
1833,a9c48ad6d8bf9436265505e9daaaa7fa4cfe1cc219eeaa8f94e28c5ab6942236,731115b708aac056995685dd5fec7b9b,sivis
1834,d19836be7a305f90da61193fa5f8e48e7c59642aced0269e88a09fd4386dbdc5,0fe2e661abd66f36532eb39ed6fdd255,berbew
1835,db4abf58e7da11e3b73c094d1d0238ca39d0d868a21ba6a54679bf8aca7f7f2e,f9e0812c39b2074c0a17d27a2ba56000,ctsinf
1836,075c4804b993549419128378857e9fcbb4953ce0112ffa3b77b9a80f728dc792,cf3d9fa9d5ddb48bcb08370e8b338c06,virlock
1837,b981ee630fb192bef32328cc2d699013c6297b7394eaab9278d16fded62e6c1b,0b126e6e24f70c05c319305fe5c95df4,pajetbin
1838,bcea923ab79938bec8cb90acf983c7a8a368cc54fd6acbdb4307fcc83f6963dd,ffee0e503cdfc9a51ccab7c78074fb25,berbew
1839,dfcb831566e303a923fed260f03780612c0d01f0a9b9f1e1aa6ddc3f848cee86,5f2b04d66c520b98b9b6a9403c11237b,regrun
1840,ad8c5d5f8eed594a58fb85356c865c248b3681cbe13067adb8a8ef372618386d,dd0cd773938e175bcd369f2c46367ab7,shodi
1841,ca7f2073e19068c573f568f0b7771e103052560a9c0a78d0aebdf2b54e2fbb09,5c4ad9fbdbd4c4fa62a237d4dc690eef,berbew
1842,6dc3580cfdf4813804a1998e216e4bfb8e78d0b9c5efa2095ed532270ee12ba7,dada151e5ff393cb53039b0c5cac5900,vobfus
1843,ce3b8e18ba86f66899fa77d5065d5a505eecbcc419cd501e87e0c2ac417af1eb,d89a43f5a6316569b3a48f62ea67711e,pajetbin
1844,b2546b7a3afa7cfefd5c8f293103c40de3a318dcc6048ee871fa1cc87851f642,9ea1883b1a98dde8603cf971d9c9cf81,berbew
1845,cb7ddd8aca921a753d2d6ef23770a1c7f5e344a0e9398eb74c5087b001a00578,d8d2230adc6cc32fd08156f30c06d36f,berbew
1846,d7d98744981ef46752be29620c601b2d41ef963545ea92aa9245727998b10046,eecdbdb12d164350ca8ff6abd0ab7867,virlock
1847,1b7ce2d491dfdbbd74f3ce8445978b1262d55439da145bfa8e6679b98a1cf891,262657fd45eef13490f3cc3412bc5e7c,berbew
1848,ff1386367273d7ff3b53869fa8b7df045bc711846261ebade1f0a4ca6d4857ef,214adbffd3b02f6477ca8f44d636f23b,pajetbin
1849,6d5d498d0414f089b18d8c014fa01b326ce261ffeea950e5446bb86554857997,948a9d09acf031e822e8367c3b35da10,lamer
1850,a99acdf124dfbf0c5960b4f5a5fbb2c2cdbb1d6bab92052d8d81a906f5431ce6,9c3e8ca239a4ea5c322484dc26df0447,lamer
1851,d00e4b890778f75c5970892cd2ede9880106c3f5786edac587d5aea9c95699ed,c0c1610fb6ee0aa3f6a8e16837fccd72,berbew
1852,2357d72363eaa0c24e0ee77e3937d0d64b4abea91e5e94cdb2350bfb63fd17d9,008e5c5f11270841923a2b95512967e0,berbew
1853,861e1839b7f5f58ec8dc301f4e7e93123814d9c851de1fe69d04a3a96b718f1f,6a83e56dbf9536e8314a2a770b1ae5a1,gator
1854,47885b8c5d55291b54954db36e19707f32357906d55df607ad727e2d1f6a28fd,ceb4bfa46abdf1bad47bacb49fc90e44,pajetbin
1855,af5f323dce9d78dc60b64c5d57c479cc40063dea354d23998fc156430a396643,54856626e8963eb0042e631265683a7a,lamer
1856,413c7dc826bf59f65b336fad76575414e5be6e9468b18dbe931e5f07d51e16b6,45ee90d48560538960d43140d8e3f29c,berbew
1857,cbadcdffe7d2485170646e6f390448922be1746002e9bba71f7f7f2b255b1b3f,70b1c95f83a801db6377059199a0acb9,sfone
1858,ee67bb1f18ed208c46b62bdb2b9ea0028c3ea16c66d9d836578943e20300e9aa,ec2bb08a5c5bb27a22edd790576ea050,berbew
1859,f163f09a4398d7a9d85a2794399eedb4cf9252d10f58dfe8d0af186a9050b532,6a5e4bb79c0c538bde2a45fa6bdfbbb1,virlock
1860,764f376632e300618b31f540c576c893cbcd6764f50ec35dd294bdffe9ce4a27,796663e914d1bf7122e44027ab0358e8,sivis
1861,2ad91da3407e6340f85bfc0036424d8d08b5976f4d33d44d848d6a27495dd641,a98afc7ea37d92240065b64ff4a2ede6,berbew
1862,84c2b41ce78c7d13e8b469d30025a19c4b1c2ef7c614a6196fff6bfb612e6cd9,5417dd56636934828eb4fa7cfa487ea6,vobfus
1863,5d4d36f2c5c3b7ff4e892dc50ad6023ac988c8b1ad087342cd53dd16ad51482a,dfb5d0c16cf43faae270783c9a79de87,lamer
1864,d843dda03fd57db9a764ac7ca53ffa698b4ba6702e6bd88c6567aa836e3cfa34,15835ba553f7dadc6f4ddb5f580387b6,berbew
1865,af7d13056153ac370daf02b407faf17fe043591f4cf4cf763fa8279ca7400f93,57f4dd1842b04bcbaaaf64e73f6f0c4f,berbew
1866,bb312321f2508dd78fd80a5f27f752ce03c973fe2c61f486d8135b1b2468edc5,824b56c54f60866a5a8408818ca5b7da,berbew
1867,4289c51ce7d460f7bb0b2bdac4bdb3b7ecb0c9adb1ad8743f607c2bd1d232120,287e32f6f25c84025a169d09476f4fd9,lamer
1868,f66197871d09b9ba69cdd6c98b5ec3c9d5d020604a28d991c3ea828e07fb02ca,1d45bfa705fae9a51bcd2f55b5883e0b,nmjfa0a48fd
1869,b91949e66e6825562f0549cb5f49eab39e71415ba80681c6690314bae65e85bd,91f756cbe5a72c834a70c0e3fd2bb437,pykspa
1870,0eabbb04c9c816b462461b35ec571595215cba6b74bb157db2c21f5566e8b336,e2aba5cbc9b045bd5e3141574cd5c2c0,berbew
1871,ad9af15086fdfc1d60b02ddf7e41f5bf5f5a0a2fa364f9aa61aac11a810e8d41,0decd997f87988cb4b5a2ef69069942e,sivis
1872,5a86f781c47aab9d2422693355d7e600e0790452a37b4c611f44878d06721907,bfa1183920d4877cb9a2e5f3724dd9e9,pajetbin
1873,a0237503a2c52331f697182534ab6677f854f71b886d358be36acd6f35ca42df,67c35354230842002f7cda2bcbdf1e84,berbew
1874,00d043913ea1c61a2392b3af633bd9241f903e17b994f7344b5c97311b2e5784,7aa4b48b15f3e5bda4581d0a78f07b81,sivis
1875,9e4142604effb7e94c6515b20a4e8d6821515711ac3db38732e4052f0b8421dc,fba9ed57ea340bf144ee26d3cb5a240c,lamer
1876,dc01c47542deafa2cad3b6f93f21cad98fcaf4c2c494ea7a5325ab7e3a6f49ec,b8c4e56cf481e9a5f71f95e2e752b668,sivis
1877,33be89415a98a2478029f78fc255601ab03444b23cc18dd299892a4c7ca0b08e,be3e0496e53471cb2675a3fe8740ae39,sivis
1878,1fdf6d69c4a35c7710398d306e003ad74e997755011a90b4535c7a3ea3e4f900,60bf18936e3d4327ada7714d6ac3475b,pajetbin
1879,6aecdc9a80b1a9953b8da75e9de20d997c61d142807c20954536af0d0d40430e,c05cbe11b8859091d5d2168fdf3f9c4d,lamer
1880,4e5d1688fdfe4c49b825788622931e51891f705b900d9b5674985ead4b0bb434,36b4bdda728deb62da34d05f4b3cab24,salgorea
1881,2ed939682ba5038c4c04b583b75362ec86fe6d0c2942dcc730a5a4c99b523eb8,fc729d72201bab23a54dc7845e1f265a,viking
1882,1b9ccc0951c52bde32b279362a8817d091f49a991cdc9b467af2d021e0110a50,95fc9c9f9d8af628209408efe04872d1,ctsinf
1883,241a57f0a0a5bd6737e8ebf16c411c2b4c334d017c4afcb7aedb8c549e5239ab,e911e991c793a8b9b81366bf0c67e800,sivis
1884,0d7210a269accfef7a8c0fc5edff25dc5cf71a1ebd984a1edbbfb7f6fe54bad7,c5cbe6d1276ed41c6e17e79671badf5b,sivis
1885,435781ab608ff908123d9f4758132fa45d459956755d27027a52b8c9e61f9589,1b6a36215e0ba54a31ff2fa127510f14,helloxd
1886,24459fb34fc873c5b6325b4eb0106d7b54d6d9b5fd3a291e974b0bb78046b4a0,b5b9e027b6aa5f554695b4466fcce5b9,mbrlock
1887,5b9ec00b201a6ab2afc55585f26a13b515ffc56b230cbca8524830beac51a0d5,db72021b48ca070815d6c8e22c632d10,sivis
1888,4e010a396a9d3c47cad9054fb28af03163a22109da00107ac568e40d7c4698b7,d2bd6e19c6111ec7610cbfbd001f7de3,lamer
1889,615df59dc53ca4320cfd8fa970efc1e7a087b4fc24f1f837724f804733d00948,1f97f46f759489c20048a41ded2bb520,berbew
1890,d9ff8cb30544b8d54abc0f1b1bf0698eef3404e235fa77b8dd63abfcfe044161,0b9a20d61403755e23ae6c6db6e2eeea,dnjfa0a48fd
1891,188a9814e8daad433001b394f295fafa9348e4cf97bfff9f9f1f04e789f88d2a,5c4f4aca64b20958dc1a97714625cd42,shodi
1892,d061d3b22c5d80cd5ab1d399302216761379ec541fe9da77ed10b709b2178882,73a1c373fd872fe35735f24668e3c5f9,berbew
1893,b5a1168ed726a6035c94cd03b96af1f6fa9af2462e58bdd0865b79c9865d7d3b,9b18b7350964b499f5fe454723408ab5,lamer
1894,824ab8d697e2e7afb83ab08017e9c8bfc91fe8e9f4d73cd32af6001ac112f218,ded76b6f1de2461f5ebe0a377927cb92,berbew
1895,387c358a535cd24f0408beab76d4d745c49009e9246589936d31db8d4bde04b2,58dc36f058b18c918925872565638002,berbew
1896,63c7c7b1bd396d57ce55412e39e1a5490efb6b77443999c4dfafdf8a0f26a0b1,f2cc3ede611d0e531e5766525735bf7c,lamer
1897,32d5f776a28fd70e2c8a7d4f0b14ff8db3787e92149ae91852f58832cecab3b2,45d5b70d985b5a1109ff581748015a70,SINGLETON:45d5b70d985b5a1109ff581748015a70
1898,b3f165b883fbf263302260e026fc155040d94c3217398a5b4e660b82e2e450a5,c85ff2d1df16d416ffefee60ac3d4349,lmir
1899,383a3e9472167d15c0d50391b95e097bdd8ef7a8528d077cd1364669426306b3,83ba67dfb5d1cd0e44b15dd44cbbecc3,sivis
1900,9316533864dcc82e44b3bad2cd6bb8410e4b520d80f1efa1a0dc4844c49f1840,e580de441ea72c5c645af76973949b4f,lamer
1901,56557504b5df186738097b936425b778b5d468405cd6f7b7329730139158c304,aebceea465ea3c9ae8e660b9ba610118,berbew
1902,da04d60ba1e26bee365399dd9b04dbcf5f682c2c231df34fba96bceb1ba5048e,4fc0584fbbe57834e4205f5e0dc68a7d,berbew
1903,9411d3ff696f7b36c0db93da64d3d3fa3b5fa0bae584144d149623dae4706a4b,93edb7faf32ff03ce195aac709bd4e84,berbew
1904,e10d68a76d65ef79d1989127b0f3e3030f9fcf2559d58a0620f4fab332da7e67,891fd2d7409f7281a6684f5d7925da23,lmir
1905,7cc2b0ed6391b7aa4d9c96bd60aa9d22e70c5cc0741cc30f54cc813f20a61497,bb2d24afc577bc3feacd681f6c6a317a,gamarue
1906,9ea29c119013de6d29ba8a2fb18d45d7ea218b98e59d271bfc634ad53b4a30fc,7b8c56b1b1fa233709aad8b96c7540f4,blackmoon
1907,161959a5cf59935952e5eb96c7272654e096a37e53a047fb05f1d403fbdcc7a9,5f7745f89f8d04a7bbc8720c122d506c,SINGLETON:5f7745f89f8d04a7bbc8720c122d506c
1908,c912f0019a345e65fd3f02a4be307259147e13f8bb51b226f5da26d40f978689,b84407e4a230de1f8631111996cc1d60,coins
1909,2a1642f7e42d6e63de558e5b952a112dfdcf7c2d76010c0b7b2ad65a4d5d74f9,f9016ae5790f7b5dd72cb2a6eab406b4,sfone
1910,83281d8bed3dbba269f466f2f36869a4c39af0b626b5fb17f8cd7f677990638b,117280d0ecf966b70256525727bee4f4,lmir
1911,835d8dfbdd8a68c1998efef24d1a84f289b418ea11904536f175a090cd9d0eca,cea1669b885d26aa99a8ff06b8ca8cc0,pajetbin
1912,3daa3c0d202f6711ec0c568c5e3732a3f0a3f154ce08d301c43cc11f9620c30b,f6930668cc6bfcdab45c88996ff5aa81,sivis
1913,4dd6bbcc43da136cef79d3ad958260ada08e2441cf3d844c89663316eb600fdd,6fd4bd119170192c6424e5bbb835f8e3,ctsinf
1914,2d4e7bc53c84b645018a54f59c0077969d3171b16d90d6f528e1bff6d8d3eb67,e469a0200a915790f2c5f474785a4f33,lamer
1915,3223a3099aa32b7892a6fd865fb7ec5c08946d1e2fb43df19f1c7feac3cce6c0,0c65e77407c948a8f81c6b212bb1bd99,sfone
1916,63254a4814a61fc417e0ea31d0598823e571db27ee22ff1c990926e5346afc01,90986dc33440ecf4338621d66054264a,fsysna
1917,fe83328d65becc7a4d64d0834994b65bd076b79d45f28e44ce539e1a26a26449,d84ea19e6a31dd79d7813b114b240fb4,pajetbin
1918,633c278a51a81cfb1cc5944f3839a1681a7d3f7bcc35fc357676247ff7750207,9a15b7a389382e9c99b34477bb1a49e9,berbew
1919,c45a73b2cd9e7b9cdfd6bc1a5098e3362952e7197bfbc3d3ccb77d50eb710fcf,a52c7a95649bade926f0b9e360560967,berbew
1920,36b9370285238d60a6c247ccea5ab6b527f2d0939a7d75b0042c01c80906076b,b7da7df337a3475238b646cc223bfbe0,SINGLETON:b7da7df337a3475238b646cc223bfbe0
1921,831275f114e5b761afa1346328b00c487712da9b8c7514a910c395f763439a41,210e0e966ceb65b169d315368df64e33,pajetbin
1922,8ed44c809869e4c60904154e727500fb62ac778c1709fef264b864680d2cb060,f07ece1279a4d622ab618ea7eae23ca3,berbew
1923,2c4f4812bb1330677cbbc3862126acc2f3190ca23befcb1a55da7e9d5042decc,86d939555bf6f1e1ac6d31d5f6329d19,gator
